fips,white
21049,90.1
21053,95
21057,92.4
21059,88
21061,95
21065,99
21067,71
21073,81.5
21079,94.1
21085,95.2
21087,94.2
21091,95.4
21093,76
21099,91.5
21109,97.8
21111,67.4
21113,88.8
21123,91.3
21125,95.7
21137,94.2
21141,88.5
21147,89.4
21151,89.4
21155,87.7
21163,89.4
21167,90.8
21169,94.9
21171,93.3
21173,92.7
21177,92
21179,90.3
21181,95.7
21183,94.2
21199,94.2
21203,97.1
21207,93.4
21209,86.9
21211,80.1
21213,85.1
21215,94
21217,89.5
21227,78.3
21229,87.6
21231,93.1
21235,95.9
21239,86.2
37039,90.9
47001,89.1
47003,76.8
47007,87.9
47009,90.9
47011,85.4
47013,96.3
47015,94.1
47021,92.5
47027,94.4
47031,88.3
47035,94.4
47037,56.2
47041,87.9
47049,96.5
47051,88.3
47055,84.1
47061,86.8
47065,71
47087,95.3
47093,82.2
47103,86.8
47105,87.6
47107,89.2
47111,91.8
47115,91.7
47117,84.8
47119,79.2
47121,94.1
47123,91
47127,92.5
47129,92
47133,96.1
47137,99.4
47139,94.7
47141,88.4
47143,90.5
47145,92.7
47147,83.2
47149,70.7
47151,97.1
47153,93.5
47159,92.5
47165,84.1
47169,84.1
47175,95.7
47177,85.2
47185,93.4
47187,84.5
47189,84.9
13009,52.3
13011,87.7
13013,71.3
13021,38.3
13023,68.5
13031,63.4
13033,47.2
13043,60.6
13059,55
13073,68.6
13091,64.7
13093,42.5
13103,78.2
13105,63.5
13107,59.2
13109,56.2
13119,83.4
13125,87.3
13133,57.5
13137,77.2
13139,60.8
13141,24.3
13147,74.8
13153,56.2
13157,81.3
13159,74.2
13163,42
13165,54.6
13167,62.3
13169,71.4
13175,57.2
13181,66.1
13189,53.5
13195,81.8
13209,65.3
13211,71.9
13217,46.4
13219,84.1
13221,75.6
13225,45.7
13235,57.3
13237,65.6
13241,87.7
13245,34.5
13251,54.4
13257,82.3
13265,32.7
13279,60.2
13281,94
13283,72
13289,55
13297,74.6
13301,37.4
13303,42.5
13311,92.2
13317,50.9
13319,56.7
21011,95
21013,94.2
21019,93.1
21025,96.5
21043,96.6
21051,92.5
21063,95.6
21069,95.7
21071,97
21095,95
21115,97.2
21119,96.8
21121,95.7
21127,98
21129,95.6
21131,97.5
21133,97.4
21153,98.7
21159,92.2
21165,97.1
21175,92.6
21189,93.4
21193,95.1
21195,96.8
21197,95.7
21205,94.5
21237,98.1
37003,86.7
37005,86.8
37009,92.5
37011,88.7
37021,83.5
37023,81.5
37027,87.3
37035,75.5
37043,93.4
37045,72.9
37071,72.4
37075,86.5
37087,92.6
37089,83.1
37097,75.9
37099,80.6
37109,84.8
37111,87.3
37113,89
37115,94
37119,46.8
37121,91.9
37149,85.6
37161,83.2
37171,83.8
37173,61.7
37175,90.3
37189,91.6
37193,87.2
37197,84.2
37199,92.4
45001,68.8
45003,66.1
45005,22
45007,77.3
45009,35.9
45011,50.3
45013,67.9
45017,53.9
45021,72.7
45023,58.6
45029,56.5
45037,56.6
45039,38.1
45045,68.3
45047,59.6
45049,40.8
45053,42.7
45057,70.1
45059,67.8
45063,74.8
45065,50.8
45071,59.9
45073,84.4
45075,33.2
45077,85.6
45079,42.3
45081,58.2
45083,68.3
45087,64.5
45091,70.4
47019,94.7
47025,95.1
47029,93.2
47057,93.9
47059,93
47063,81.4
47067,96.7
47073,95
47089,92.2
47091,92.2
47155,89.9
47163,93.4
47171,93.1
47173,96.2
47179,88.6
51021,93.8
51027,94.8
51035,94.5
51051,97.5
51071,94.9
51077,89.6
51105,92.8
51155,90.7
51167,96.7
51169,96.6
51173,94.1
51185,93.9
51191,95.3
51195,91.4
51197,93.7
51520,88.1
51640,79
51720,88.5
54005,97.6
54019,92.4
54039,87.7
54043,97.7
54045,95.9
54047,88.6
54055,90.2
54059,95.7
54067,96.9
54081,87
54089,91.8
54099,97.3
54109,97.1
18001,93.4
18003,73.8
18005,81.4
18009,95.5
18011,90.6
18013,95.6
18015,93.9
18017,79.7
18019,83.2
18021,96.1
18023,82.1
18027,91.5
18029,96.1
18031,95
18033,95
18035,86.7
18039,74.7
18041,95.5
18047,96.8
18049,91.7
18053,84.9
18055,96.6
18057,83.6
18059,92.3
18063,84.2
18065,93.4
18067,85
18069,94.7
18071,88.1
18073,91.5
18075,94.8
18077,92.5
18079,95
18081,88.9
18085,87.8
18087,94.1
18091,79.2
18093,95.6
18095,84.8
18097,55.2
18099,87.2
18101,97
18103,88.7
18105,83.5
18107,91.8
18109,96
18113,87
18115,96.4
18117,95
18119,96.1
18127,83.1
18131,94.1
18133,91.7
18135,92.7
18137,95.5
18139,95.6
18141,72.5
18143,95.3
18145,92.2
18149,94.2
18151,93.8
18155,95.3
18157,75.8
18159,94.8
18161,95.4
18169,94.3
18175,96.7
18177,88.1
18179,94.3
18181,89.3
18183,95.4
21015,87.7
21023,96
21037,92.2
21041,88.6
21077,91
21081,94.4
21089,96.1
21097,93.6
21103,91.4
21117,88.5
21135,97.7
21161,88.9
21185,88.3
21187,98.4
21191,96
21201,93.9
21223,93.9
26005,88.4
26011,94.6
26015,94.1
26017,90
26019,93.7
26021,74.9
26023,90.4
26025,77.5
26027,86.1
26035,94.8
26037,89.8
26045,82.8
26049,72.4
26051,95.7
26057,86
26059,94.6
26063,95.1
26065,69.6
26067,88.2
26069,93.7
26073,85.3
26075,84.6
26077,77.3
26081,73.7
26085,84.9
26087,91.7
26091,86.6
26093,94.3
26099,79
26101,88.9
26105,91.4
26107,91.2
26111,91.4
26113,93.9
26115,91.3
26117,91.7
26121,76.3
26123,90.5
26125,72
26127,81.7
26129,94.6
26133,94.5
26139,83.8
26143,94.8
26145,69.3
26147,91
26149,86.4
26151,93.9
26155,94.1
26157,93.3
26159,81.2
26161,70.1
26163,49.5
26165,94.5
39001,98
39003,80.7
39005,95.5
39007,89.4
39009,89.6
39011,95.6
39013,92.6
39015,96.4
39017,81
39019,98
39021,93.2
39023,84
39025,93.5
39027,93.3
39029,93.9
39031,95.8
39033,95.2
39035,58.9
39037,96
39039,86.3
39041,85
39043,83.1
39045,86
39047,92.4
39049,63
39051,88.9
39053,93.1
39055,95.5
39057,83.8
39059,94.1
39061,65.2
39063,89
39065,94.9
39067,94.8
39069,89.8
39071,95
39073,96.3
39075,97.8
39077,90.1
39079,95.9
39081,90.3
39083,95.3
39085,88.2
39087,94.7
39089,90
39091,93.3
39093,78.2
39095,68.6
39097,88.4
39099,75.9
39101,88.3
39103,93.8
39105,96.6
39107,95.3
39109,92.2
39111,97.1
39113,70.7
39115,92.1
39117,95.9
39119,91.4
39121,92.4
39123,92.2
39125,92.5
39127,96.6
39129,92.6
39131,95.1
39133,89.5
39135,96.3
39137,92
39139,85.4
39141,89.6
39143,84.3
39145,93.2
39147,89.7
39149,92.8
39151,86.3
39153,76.9
39155,87.1
39157,94.4
39159,89.5
39161,93.9
39163,96.5
39165,86.1
39167,95
39169,93.6
39171,92.6
39173,88.2
39175,94.9
54007,96.8
54011,89.8
54013,97.1
54015,99.2
54017,95.1
54021,81.4
54035,96.9
54051,96.6
54053,96.6
54069,92.1
54073,95.8
54079,95.4
54085,96.8
54087,96.8
54095,97.4
54103,96.9
54105,98.9
54107,95.1
12011,36.2
12085,78.2
12086,13.1
12099,54.5
12111,57.3
24037,74
24039,51.5
24047,80.1
37001,64
37007,44.5
37013,65.8
37015,34.5
37017,54.7
37019,81.9
37025,65.5
37029,80.4
37031,86.3
37033,61.1
37037,71.6
37041,59.9
37047,59.3
37049,65.8
37051,43.4
37053,87.2
37055,87.2
37057,80.1
37059,84.4
37061,51.5
37063,42.4
37065,36.2
37067,56.6
37069,63.4
37073,63.2
37077,57.9
37079,46.7
37081,50.3
37083,38.4
37085,61.3
37091,33.2
37093,39.8
37095,58.8
37101,67.8
37103,62.5
37105,58.1
37107,49.2
37117,52
37123,63.2
37125,77
37127,49.8
37129,77.1
37131,38.7
37133,66.1
37135,69.3
37137,74.2
37139,54.7
37141,75
37143,72.2
37145,66.3
37147,54.4
37151,79
37153,57
37155,25.1
37157,72.3
37159,72
37163,50.9
37165,43.1
37167,80.8
37169,91
37177,53.1
37179,72.1
37181,39.6
37183,60
37185,38.3
37187,44.3
37191,53.4
37195,46.9
45015,63.5
45019,64.5
45025,60.2
45027,47.7
45031,54.7
45033,45.5
45035,64.2
45041,51.8
45043,64.1
45051,77.2
45055,68.7
45061,32.4
45067,38.5
45069,39
45085,45.1
45089,31.2
51001,60
51003,76.9
51005,91.4
51007,73.5
51009,74.6
51011,76.7
51015,90.7
51017,89.1
51019,87.7
51023,92.8
51025,40.7
51029,61.1
51031,79.5
51033,63.2
51036,42.3
51037,67.8
51041,61.7
51045,98.6
51049,63.3
51053,61.8
51057,54.8
51063,93.2
51065,78.1
51067,87.1
51073,84.8
51075,77.7
51079,82.6
51081,36.3
51083,59.7
51085,83.8
51087,53
51089,69.8
51093,70.6
51095,75.5
51097,66.1
51099,73.4
51101,76.7
51103,67.4
51109,78
51111,59.4
51115,85.7
51117,60
51119,77.5
51121,83.2
51125,81
51127,78.9
51131,54.2
51133,69.7
51135,54.3
51137,78
51141,89.7
51143,74
51145,85.7
51147,61.4
51149,54.8
51159,60.5
51161,85.8
51163,92.1
51175,61
51177,68
51181,52.6
51183,38.3
51193,63.9
51199,70.7
51530,88.1
51540,65.7
51550,57.4
51570,72.3
51580,80.9
51590,42.3
51595,24.4
51620,36.8
51630,59.4
51650,38.1
51670,46.4
51678,79.1
51680,62.3
51690,43.9
51700,42.9
51710,43.4
51730,15
51735,91.4
51740,37.6
51750,83.2
51760,40.7
51770,58.5
51775,85.2
51790,81
51800,49.2
51810,61.7
51820,75.1
51830,67.7
54025,92.2
54063,96.2
10001,61.5
10003,57.4
10005,74.9
11001,36.5
24001,86.9
24003,68.2
24005,57.2
24009,78.1
24011,75.5
24013,89
24015,85.1
24017,40.1
24019,62.8
24021,73.4
24023,96.4
24025,76
24027,52
24029,77.7
24031,43.8
24033,12.7
24035,86.5
24041,77.8
24043,78.9
24045,62.9
24510,27.4
34001,56.3
34003,56.5
34005,67.4
34007,56.6
34009,85.2
34011,46.4
34013,30.5
34015,78.5
34019,85.5
34021,49.7
34023,43
34025,75.2
34027,71.3
34029,84.6
34031,41.3
34033,74.2
34035,56.2
34037,86.2
34039,39.5
34041,81.6
36003,94.4
36007,83.3
36009,90.5
36011,90
36013,87.4
36015,86.2
36017,94.7
36023,92.6
36025,92
36029,75.4
36033,81.6
36035,92.6
36037,90.5
36039,85.2
36041,95.9
36043,94.5
36045,81.6
36049,95.8
36051,90.7
36053,93
36055,70.5
36057,81.2
36063,85.4
36065,82
36067,76.8
36069,89.8
36071,64.2
36073,86.3
36075,94
36077,91.1
36085,61
36089,91.9
36095,93.1
36097,94.9
36099,89
36101,93.5
36105,71.5
36107,94.9
36109,77.1
36111,79
36117,89.9
36121,89.9
36123,94.7
42001,89
42003,78.5
42005,97
42007,89.4
42009,96.7
42011,71.7
42013,94.5
42015,95.6
42017,84
42019,94.6
42021,92.7
42023,95.7
42025,91.7
42027,85.4
42029,79.4
42031,95.9
42033,93
42035,95.1
42037,93.2
42039,94.7
42041,85.6
42043,65.7
42045,66.8
42047,97.3
42049,84.2
42051,91.7
42053,66.9
42055,88
42057,96
42059,93.4
42061,90.5
42063,93.9
42065,97.1
42067,94.1
42069,85.1
42071,81.9
42073,91.9
42075,82.2
42077,64.4
42079,81.5
42081,90.6
42083,93.4
42085,90.1
42087,95.8
42089,66
42091,75.7
42093,91.3
42095,76.6
42097,92.4
42099,95.3
42101,34.4
42103,80.4
42105,96.4
42107,90.9
42109,95
42111,94.2
42113,95
42115,96.2
42117,96
42119,84.2
42121,95.8
42123,96.7
42125,92.1
42127,90.4
42129,93.7
42131,95.6
42133,83.4
51013,61.4
51043,86.1
51047,70.2
51059,50.7
51061,79.9
51069,83.4
51091,99.3
51107,56.1
51113,84.6
51139,94
51153,42.9
51157,88.4
51165,88.6
51171,87.6
51179,61.5
51187,86.7
51510,51.9
51600,56.2
51610,71.7
51660,66.1
51683,40.8
51685,33
51840,66
54001,95.4
54003,83.8
54009,95.5
54023,96.5
54027,95.7
54029,93.7
54031,89.9
54033,94.1
54037,83.2
54041,96.3
54049,92.4
54057,93.9
54061,87.9
54065,95.2
54071,94.7
54075,98.1
54077,90.5
54083,95.7
54091,95.4
54093,97.2
54097,95.9
54101,99.5
9001,61.7
9003,61
9005,88.4
9007,83.9
9009,62.8
9011,75.6
9013,84.6
9015,82.7
23001,90.6
23005,90.2
23011,94.5
23013,95.1
23015,95.8
23017,95.2
23023,94.5
23027,95.1
23031,94.2
25001,89.2
25003,88.1
25005,81.2
25007,85.5
25009,70.2
25011,90.6
25013,62.7
25015,83.7
25017,71.8
25019,85.1
25021,74.9
25023,80.6
25025,44.8
25027,76.3
33001,94.9
33003,95.8
33005,94
33009,90.6
33011,84.4
33013,92.4
33015,92.5
33017,90.6
33019,95
34017,28.7
36001,72.1
36005,9.1
36021,86.3
36027,71.4
36031,91.9
36047,36.4
36059,59.9
36061,46.9
36079,78.7
36081,25
36083,83.2
36087,63.1
36091,90.3
36093,72.5
36103,67.5
36113,93.7
36115,92.3
36119,53.4
44001,91.4
44003,88.3
44005,85.7
44007,60.7
44009,90.9
50001,92.5
50003,94.1
50005,94.8
50007,88.5
50015,94.5
50017,95.5
50021,95.2
50023,94.1
50025,93
50027,94.6
23003,94.1
23007,95.6
23009,94.7
23019,93.6
23021,94.9
23025,95.7
23029,89.4
26001,95.7
26003,83.5
26007,95.7
26009,94.6
26013,72.6
26029,93.7
26031,92
26033,69.6
26039,94.5
26041,92.8
26043,94.9
26047,91.1
26053,90.1
26055,92.5
26061,92
26071,94.3
26079,94.1
26083,96.7
26089,90
26095,77.6
26097,73.1
26103,92
26109,92.8
26119,95.8
26131,94.9
26135,95.5
26137,94.5
26141,95.5
26153,85.6
27001,93.9
27003,81.2
27017,88.1
27025,93.3
27031,85.5
27037,78.3
27053,68.8
27059,93.7
27065,94.8
27075,95.4
27095,88.8
27115,89.1
27123,61.9
27137,91.1
27139,81.1
27163,82.6
33007,92
36019,89.9
50009,95.3
50011,93.8
50013,92.8
50019,95
55003,82.3
55005,93.3
55007,84.5
55013,90.3
55017,93.5
55019,93
55029,93.8
55031,91.6
55033,92.7
55035,89.9
55037,97
55041,79
55051,95.4
55067,93.8
55069,95.3
55073,88.6
55075,95.2
55078,10
55083,94.9
55085,94.8
55093,94.1
55095,94.9
55099,94
55107,94.7
55109,93.9
55113,76.6
55115,86.6
55119,95.8
55125,84.8
55129,94.1
72001,0.2
72003,6.7
72005,1.5
72007,0.3
72009,0.1
72011,4.3
72013,0.6
72015,0.1
72017,0.2
72019,0.1
72021,0.6
72023,0.2
72025,1
72027,1
72029,0
72031,0.7
72033,0.8
72035,0.3
72037,1.1
72039,0.8
72041,0.3
72043,0.6
72045,0.5
72047,0.9
72049,7.3
72051,2.1
72053,0.3
72054,1.1
72055,0.8
72057,0.7
72059,0.4
72061,1.2
72063,1.9
72065,0.1
72067,0.1
72069,0.6
72071,0.8
72073,0.3
72075,0.1
72077,0.6
72079,0.5
72081,0.2
72083,0.4
72085,0
72087,0
72089,0.9
72091,1.3
72093,0.8
72095,1.1
72097,0.5
72099,0.3
72101,0.3
72103,0.6
72105,0
72107,0.2
72109,0.1
72111,0.3
72113,0.6
72115,0.9
72117,9.9
72119,0.6
72121,0.2
72123,0
72125,0.4
72127,1.5
72129,0
72131,2.7
72133,0.4
72135,0.8
72137,1.1
72139,0.7
72141,0.5
72143,0.8
72145,2.9
72147,5
72149,0.1
72151,0
72153,0.3
